age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
working adult,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,Ecuador,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,overtime,United-States,<=50K
young adult,Private,Some-college,Never-married,Sales,Own-child,White,Male,overtime,United-States,<=50K
working adult,Private,Bachelors,Never-married,Tech-support,Unmarried,Black,Female,full-time,United-States,<=50K
retirement,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,part-time,United-States,<=50K
working adult,Self-emp-inc,Bachelors,Divorced,Sales,Not-in-family,White,Female,overtime,United-States,<=50K
young adult,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,full-time,United-States,>50K
young adult,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,part-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,>50K
young adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,full-time,Laos,<=50K
working adult,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,full-time,United-States,>50K
working adult,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,full-time,Taiwan,>50K
working adult,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,full-time,United-States,>50K
young adult,Private,Some-college,Never-married,Sales,Own-child,White,Male,part-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,full-time,United-States,<=50K
retirement,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,<=50K
young adult,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,full-time,Mexico,<=50K
working adult,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,full-time,United-States,<=50K
retirement,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,11th,Never-married,Exec-managerial,Not-in-family,White,Female,full-time,United-States,<=50K
retirement,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,part-time,United-States,<=50K
retirement,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,overtime,United-States,>50K
working adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,full-time,United-States,<=50K
retirement,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,overtime,United-States,<=50K
working adult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Local-gov,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,full-time,United-States,<=50K
childhood,Private,5th-6th,Never-married,Other-service,Other-relative,White,Male,overtime,Mexico,<=50K
working adult,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,full-time,United-States,<=50K
working adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,overtime,United-States,<=50K
young adult,Private,HS-grad,Never-married,Sales,Unmarried,Black,Male,part-time,Haiti,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,full-time,United-States,<=50K
working adult,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
working adult,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,part-time,United-States,<=50K
young adult,State-gov,Some-college,Never-married,Protective-serv,Own-child,Black,Female,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,Assoc-acdm,Married-spouse-absent,Other-service,Not-in-family,White,Male,part-time,Iran,<=50K
working adult,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
working adult,Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,part-time,United-States,<=50K
working adult,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,full-time,United-States,>50K
retirement,Private,11th,Widowed,Other-service,Unmarried,Other,Male,full-time,United-States,<=50K
working adult,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,full-time,United-States,<=50K
working adult,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,Portugal,<=50K
working adult,Private,10th,Married-civ-spouse,Other-service,Wife,White,Female,part-time,United-States,<=50K
retirement,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,overtime,United-States,>50K
young adult,Private,HS-grad,Married-spouse-absent,Sales,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,<=50K
young adult,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,overtime,United-States,>50K
working adult,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,part-time,United-States,<=50K
childhood,Private,11th,Never-married,Other-service,Own-child,White,Male,part-time,United-States,<=50K
working adult,State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,full-time,United-States,<=50K
young adult,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,part-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,full-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,part-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,5th-6th,Divorced,Craft-repair,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Wife,White,Female,full-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,part-time,United-States,>50K
young adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,part-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Other-service,Other-relative,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,full-time,United-States,>50K
working adult,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Self-emp-not-inc,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Divorced,Handlers-cleaners,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
young adult,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,full-time,Puerto-Rico,<=50K
working adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,full-time,United-States,<=50K
working adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,part-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,<=50K
working adult,Local-gov,Some-college,Divorced,Other-service,Not-in-family,Black,Female,part-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,12th,Divorced,Craft-repair,Not-in-family,White,Male,overtime,United-States,>50K
working adult,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,Mexico,<=50K
working adult,Private,11th,Never-married,Other-service,Own-child,White,Female,part-time,United-States,<=50K
working adult,Local-gov,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,full-time,United-States,<=50K
working adult,State-gov,HS-grad,Divorced,Transport-moving,Unmarried,White,Female,full-time,United-States,<=50K
young adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,part-time,United-States,<=50K
childhood,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,part-time,United-States,<=50K
working adult,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,full-time,United-States,>50K
working adult,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,10th,Never-married,Craft-repair,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,overtime,United-States,<=50K
working adult,Federal-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,full-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,overtime,Dominican-Republic,<=50K
retirement,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
